codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo,capacita_sollevamento,corsa_max,lunghezza_con_adattatore,diametro_motore,velocita_max,velocita_max_anta,velocita_max_carrello,peso_max_porta,dimensione_max_porta,altezza_max_serranda,larghezza_max_serranda,diametro_albero_serranda,numero_canali,frequenza_emissione,frequenza_ricezione,distanza_max_fotocellule,consumo_max,tensione_alimentazione_gen,tensione_alimentazione_accessori,temperatura_esercizio_gen,peso_operatore,altezza_min_architrave,rumorosita,velocita_rotazione_motore,velocita_rallentamento,tipologia_installazione,tipo_motoriduttore,ingressi_morsettiera,uscite_morsettiera,numero_uscite_rele,portata_contatti,numero_spire_collegabili,numero_max_lettori_bus2easy,numero_max_codici_utente,numero_max_comandi,formato_tag,durata_media_batteria,tipo_allineamento,angolo_autoallineamento,angolo_orientamento_orizzontale,tipo_contatti,microinterruttori_scambio,altezza_profilo_gomma,connettore_rapido,connettore_estraibile,connessioni,luce_cortesia,temporizzazione_lampada_cortesia,chiusura_coperchio,caratteristiche,gestione,diametro_scatole_portamolle,raffreddamento,tensione_elettroserratura,livelli_sensibilita_spira
490251,1,,9,Accessori,,,Sblocco manuale a carrucola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104906,1,,0,Modello,615BPR Standard Arancio RAL 2004,,Barriera automatica 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,0 ÷ 400 Nm (*),Acciaio,Primer anticorrosivo 100 microns + Verniciatura in poliestere RAL 2004 - RAL 9006,,,,,,,5 m,,,,,,,,-20°C ÷ +55°C,120°C,IP44,34 Kg,0.5,,270 x 140 x 1015 mm,615BPR incorporata,,,"5,7 s (90°",No - sicurezza oleodinamica antischiacciamento,Elettronico - Regolabile,Rettangolare - Rettangolare con siepe - Rettangolare articolata - Tonda con luci,,,,,,,,,,"ATTENZIONE: l'asta rettangolare e l'asta tonda S dispongono di un profilo in gomma antiurto; per una ragione di bilanciamento non è possibile installare sul profilo dell'asta delle coste di sicurezza “attive”. t Per un corretto bilanciamento, l'installazione di un piedino su un'asta e su un'asta con siepe, comporta la scelta di un cofano barriera per una lunghezza asta superiore di 0,5 m.",,,,"1,5 lpm (*)",,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,1.400 rpm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,
104910,1,,0,Modello,615BPR Standard Grigio RAL 9006,,Barriera automatica 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,0 ÷ 400 Nm (*),Acciaio,Primer anticorrosivo 100 microns + Verniciatura in poliestere RAL 2004 - RAL 9006,,,,,,,5 m,,,,,,,,-20°C ÷ +55°C,120°C,IP44,34 Kg,0.5,,270 x 140 x 1015 mm,615BPR incorporata,,,"5,7 s (90°",No - sicurezza oleodinamica antischiacciamento,Elettronico - Regolabile,Rettangolare - Rettangolare con siepe - Rettangolare articolata - Tonda con luci,,,,,,,,,,"ATTENZIONE: l'asta rettangolare e l'asta tonda S dispongono di un profilo in gomma antiurto; per una ragione di bilanciamento non è possibile installare sul profilo dell'asta delle coste di sicurezza “attive”. t Per un corretto bilanciamento, l'installazione di un piedino su un'asta e su un'asta con siepe, comporta la scelta di un cofano barriera per una lunghezza asta superiore di 0,5 m.",,,,"1,5 lpm (*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490073,1,,9,Accessori,,,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401066,1,,9,Accessori,,,Valvola antivandalismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390081,1,,9,Accessori,,,Kit collegamento luci asta 615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104680,1,,0,Modello,B680H,,Barriera automatica 24V HYbrid,Switching: 100 ÷ 240V~ 50/60 Hz,,Switching: 100 ÷ 240V~ 50/60 Hz,240 W,,Acciaio,Primer anticorrosivo 100 microns + Verniciatura in poliestere o cofano INOX,,,,,,,2 ÷ 8 m,,,,,,,,-20°C ÷ +65°C,,IP56 (attestato TÜV),85 Kg (65 Kg montante + 20 Kg cofano),1,,469 x 279 x 1100 mm,E680,,,"1,5 s (90° - 2m) - 6 s (90° - 8m)",Encoder magnetico assoluto,Elettronico - tramite encoder,Tonda,,,,,,,,,,,,,,"3,2 lpm",,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,1.000 ÷ 6.000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003452,1,,1,Apparecchiature Elettroniche,E680S,,Scheda elettronica E680S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416016,1,,,Cofani,,,Cofano Rosso RAL 3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416017,1,,,Cofani,,,Cofano Blu RAL 5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416018,1,,,Cofani,,,Cofano Bianco RAL 9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416019,1,,,Cofani,,,Cofano Grigio RAL 9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416020,1,,,Cofani,,,Cofano acciaio INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428176,1,,,ASTE TONDE PIVOTTANTI E ACCESSORI SPECIFICI,3.000,,ASTE TONDE PIVOTTANTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428163,1,,,ASTE TONDE PIVOTTANTI E ACCESSORI SPECIFICI,,,Tasca di fissaggio per asta tonda pivottante - (INOX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63000169,1,,,ASTE TONDE PIVOTTANTI E ACCESSORI SPECIFICI,,,Molla S (necessaria per aste tonde pivottanti),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390828,1,,,ASTE TONDE PIVOTTANTI E ACCESSORI SPECIFICI,,,Sensore sfondamento per aste tonde pivottanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104250445,1,HIGH KIT 104250445 .tif,0,Modello,KIT OPERATORE INTEGRATO S2500I,,KIT OPERATORE INTEGRATO S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104415144,1,104415144components.tif,0,Modello,MASTER kit 24V SAFE,,MASTER kit 24V SAFE,220-240V~ 50/60 Hz,,Con spazzole 24V,40W,320Nm,,,,,,,,,,,,,,,250 Kg,165°,-20°C Ã· + 55°C,,IP X4,"7,9 Kg (attuatore) - 3,3 Kg (cerniera) - 1,8 Kg (cover)",,"2 m (2,5m con elettroserratura)",340 x 160 x 150 mm,non compresa,opzionali,Continuo a 55°C,,Assoluto Magnetico BUS,,,"100x100, 120x120, 150x150 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104415445,1,104415445components.tif,0,Modello,MASTER kit 230V,,MASTER kit 230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104419445,1,104419445components.tif,0,Modello,Trendy kit 230V,,Trendy kit 230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104575,1,104575components.tif,0,Modello,ENERGY kit 24V SAFE,,ENERGY kit 24V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105083,1,,0,Modello,RAPID kit 800 Kg - 24V SAFE&GREEN,,RAPID kit 800 Kg - 24V SAFE&GREEN,,,,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,"41,5 x 42,5 x 130 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561644,1,10561644components.tif,0,Modello,SOLID kit 230V SAFE,,SOLID kit 230V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056303445,1,1056303445components.tif,0,Modello,DELTA 2 kit 230V SAFE,,DELTA 2 kit 230V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105630445,1,105630445components.tif,0,Modello,DELTA 3 kit 230V SAFE,,DELTA 3 kit 230V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105632445,1,105632445components.tif,0,Modello,ECO kit 230V,,ECO kit 230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105633445,1,105633445components.tif,0,Modello,Leader kit 230V,,Leader kit 230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10566544,1,10566544components.tif,0,Modello,DOLPHIN D600 kit 24V SAFE,,DOLPHIN D600 kit 24V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105683,1,105683components.tif,0,Modello,HYBRID kit 24V SAFE,,HYBRID kit 24V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105940,1,PRATICO_C_kit_105940.tif,0,Modello,PRATICO C kit 230V SAFE,,PRATICO C kit 230V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105998,1,105998components.tif,0,Modello,HANDY kit 24V SAFE,,HANDY kit 24V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059995,1,1059995components.tif,0,Modello,RAPID kit 24V SAFE&GREEN,,RAPID kit 24V SAFE&GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106746445,1,106746445components.tif,0,Modello,POWER kit 230V,,POWER kit 230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747445,1,106747445components.tif,0,Modello,POWER kit 24V SAFE,,POWER kit 24V SAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109940,1,109940components.tif,0,Modello,ROTOR KIT,,ROTOR KIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120009,1,DELTA2 kit_PERFECT_120009 .TIF,0,Modello,DELTA 2 kit PERFECT 60,,DELTA 2 kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120010,1,DELTA3 kit_PERFECT_120010 .TIF,0,Modello,DELTA 3 kit PERFECT 60,,DELTA 3 kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120011,1,PRATICO C kit_PERFECT_120011 .tif,0,Modello,PRATICO C kit PERFECT 60,,PRATICO C kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120012,1,RAPID kit_PERFECT_120012 .TIF,0,Modello,RAPID kit PERFECT 60,,RAPID kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120013,1,LEADER kit_PERFECT_120013 .tif,0,Modello,LEADER kit PERFECT 60,,LEADER kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120014,1,ECO kit_PERFECT_120014 .tif,0,Modello,ECO kit PERFECT 60,,ECO kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120015,1,MASTER kit 230V_PERFECT_120015 .tif,0,Modello,MASTER kit 230V PERFECT 60,,MASTER kit 230V PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120016,1,MASTER kit 24V_PERFECT_120016.tif,0,Modello,MASTER kit 24V PERFECT 60,,MASTER kit 24V PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120017,1,POWER kit 230V_PERFECT_120017 .TIF,0,Modello,POWER 230V kit PERFECT 60,,POWER 230V kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120018,1,POWER kit 24V_PERFECT_120018 .TIF,0,Modello,POWER 24V kit PERFECT 60,,POWER 24V kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120019,1,HANDY kit_PERFECT_120019.tif,0,Modello,HANDY kit PERFECT 60,,HANDY kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390113,1,390106_390113.tif,0,Modello,SAFE&GREEN Retrofit kit E145S,,SAFE&GREEN Retrofit kit E145S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109951,1,109950.tif,0,Modello,RL200_220/60 EF,,Motoriduttore RL200_220/60 EF per serrande,220-240V ~ 50/60Hz,,,,170 Nm (*),,,,,,,,,,,,,,,,,-20°C ÷ + 55°C,,,,,,,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,170 Kg (*),,,,10 rpm (*),,,,,6 m,"4,5 m",60 mm e 48/42 mm (con accessorio cod. 391452),,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200/220 mm,,,
110549,1,110549.tif,0,Modello,550 ITT,,Attuatore elettromeccanico 550 ITT con apparecchiatura elettronica ed encoder incorporati,220-240V~ 50/60 Hz,,Asincrono monofase,350 W,300 Nm|dati riferiti a 230V~ 50Hz.,,,,,,12 °/s|dati riferiti a 230V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,140 °C,Solo per uso interno (IP31),"7,5 Kg",S3 - 30%,,670 x 175 x 120 mm,E550 incorporata,,,15 s,Ottico,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Kg/mq,"3,00 x 2,70 (**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790284,1,790284.tif,1,Apparecchiature Elettroniche,E124,,Apparecchiatura elettronica E124 con contenitore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790905,1,790905.tif,1,Apparecchiature Elettroniche,200 MPS,,Scheda elettronica 200 MPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424550001-50,1,424550001.tif,9,Accessori,,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARTFA,1,,,,"Cartello ""Automatico FAAC""",,Cartello segnaletico per cancelli automatici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143201,1,143201.tif,0,Modello,TM2K KIT MINI 25/17,,Kit automazione tapparelle 25Nm 17rpm,230V~ 50Hz,,,225 W,25 Nm,,,,,,17 giri/min,,,,,,,,,,,,,IP 44,,20%,,45 mm (diametro) x 546 mm (L),,,240 s,,,,,,,,,,,,,,,,,,,,,,,45 Kg,25,546 mm,45 mm,17 giri/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143202,1,143201.tif,0,Modello,TM2K KIT MINI 30/17,,Kit automazione tapparelle 30Nm 17rpm,230V~ 50Hz,,,250 W,30 Nm,,,,,,17 giri/min,,,,,,,,,,,,,IP 44,,20%,,45 mm (diametro) x 546 mm (L),,,240 s,,,,,,,,,,,,,,,,,,,,,,,55 Kg,25,546 mm,45 mm,17 giri/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143203,1,143201.tif,0,Modello,TM2K KIT MINI 50/12,,Kit automazione tapparelle 50Nm 12rpm,230V~ 50Hz,,,275 W,50 Nm,,,,,,12 giri/min,,,,,,,,,,,,,IP 44,,20%,,45 mm (diametro) x 546 mm (L),,,240 s,,,,,,,,,,,,,,,,,,,,,,,90 Kg,25,546 mm,45 mm,12 giri/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145405,1,145405.tif,2,Accessori,TM2 X TW-1,,Trasmittente murale 433 MHz - 1 canale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145412,1,145412.jpg,2,Accessori,TM2 X T-6,,Radio timer 6 canali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145504,1,145504.tif,2,Accessori,TM2 X R,,Ricevente esterna Compact per tapparelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Per il comando radio dei motori tramite ricevente esterna, aggiungere sempre una trasmittente nexTMODE 433 MHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145505,1,145505.tif,2,Accessori,TM2 X,,Ricevente esterna Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Per il comando radio dei motori tramite ricevente esterna, aggiungere sempre una trasmittente nexTMODE 433 MHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145421,1,145421.tif,2,Accessori,TM2 POP 1,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145422,1,145422.tif,2,Accessori,TM2 POP 1S,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145423,1,145423.tif,2,Accessori,TM2 POP 7,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145424,1,145424.tif,2,Accessori,TM2 POP 7S,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145630,1,145630.tif,2,Accessori,KIT PERSONALIZZAZIONE LINEA POP,,Kit personalizzazione per radiocomandi linea POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490253,1,490253.tif,9,Accessori,,,Kit staffa guida S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490254,1,490254.tif,9,Accessori,,,Adattatore colonna 100mm S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490255,1,490255.tif,9,Accessori,,,Adattatore colonna 120mm S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490349,1,490349.tif,9,Accessori,,,Kit 2 staffe posteriori (a vite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722123,1,,9,Accessori,,,Confezione angolari per fissaggio cremagliera (3 pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
